text,language,label,group,source_kind
"Принимайте переводы на свою карту и сразу пересылайте их менеджеру, десять процентов оставляете себе. Байланыс үшін хабарласыңыз.",ru,1,1-0,synthetic_from_official_risk_patterns
"Проводите переводы в интересах третьих лиц за вознаграждение, работа полностью удаленная.",ru,1,1-14,synthetic_from_official_risk_patterns
"Удаленно. Финансовый помощник: распределяйте входящие суммы по нескольким счетам, обучение за пять минут.",ru,1,1-19,synthetic_from_official_risk_patterns
"Новая вакансия. Банкоматтан ақшаны шешіп, куратор айтқан адамға тапсырыңыз. Пишите в личные сообщения.",kk,1,1-27,synthetic_from_official_risk_patterns
"Бағдарламашы тағылымдамасы: код жазу, қателерді түзету және командалық тексеру.",kk,0,0-30,synthetic_from_official_risk_patterns
"Новая вакансия. Интернет-банкингке кіру деректерін кураторға жіберіңіз, операцияларды өзіміз жасаймыз. Пишите в личные сообщения.",kk,1,1-22,synthetic_from_official_risk_patterns
"Новая вакансия. Для оформления сотрудник предоставляет документы в отдел кадров, банковские пароли не требуются. Байланыс үшін хабарласыңыз.",ru,0,0-16,synthetic_from_official_risk_patterns
"Өз атыңызға жаңа шот ашып, логин мен құпиясөзді менеджерге беріңіз.",kk,1,1-24,synthetic_from_official_risk_patterns
Хабарландыру: Математика мұғалімі қажет. Міндеті: сабақ өткізу және үй тапсырмасын тексеру. Пишите в личные сообщения.,kk,0,0-23,synthetic_from_official_risk_patterns
Жұмыс үшін SMS кодын және банк картасының екі жағының суретін жіберу керек.,kk,1,1-23,synthetic_from_official_risk_patterns
"Удаленно. Бағдарламашы тағылымдамасы: код жазу, қателерді түзету және командалық тексеру. Байланыс үшін хабарласыңыз.",kk,0,0-30,synthetic_from_official_risk_patterns
Жұмыс ұсынысы. Оператор склада принимает товар по накладным и ведет учет в системе. Трудовой договор обязателен. Подробности после отклика.,ru,0,0-13,synthetic_from_official_risk_patterns
"Срочно. Вакансия оператора поддержки: отвечать клиентам в CRM, обучение проходит в офисе компании. Подробности после отклика.",ru,0,0-2,synthetic_from_official_risk_patterns
"Удаленно. Получайте деньги от клиентов на личный счет, затем отправляйте их по указанным реквизитам. Байланыс үшін хабарласыңыз.",ru,1,1-3,synthetic_from_official_risk_patterns
"Удаленно. Компания не просит PIN, CVV, SMS-коды или доступ к личному банковскому приложению.",ru,0,0-7,synthetic_from_official_risk_patterns
Удаленно. Менеджер по продажам консультирует клиентов и оформляет заказы только через корпоративную кассу. Подробности после отклика.,ru,0,0-15,synthetic_from_official_risk_patterns
Удаленно. Математика мұғалімі қажет. Міндеті: сабақ өткізу және үй тапсырмасын тексеру.,kk,0,0-23,synthetic_from_official_risk_patterns
"Срочно. Жеке картаңызға ақша қабылдап, оны менеджер көрсеткен шотқа аударыңыз. Әр төлемнен он пайыз аласыз. Подробности после отклика.",kk,1,1-20,synthetic_from_official_risk_patterns
"Удаленно. Компания PIN, CVV, SMS кодын немесе банк қосымшасына кіруді сұрамайды. Байланыс үшін хабарласыңыз.",kk,0,0-26,synthetic_from_official_risk_patterns
"Купим или арендуем вашу банковскую карту. Оплата каждый день, вопросов задавать не нужно.",ru,1,1-11,synthetic_from_official_risk_patterns
"Хабарландыру: Компания PIN, CVV, SMS кодын немесе банк қосымшасына кіруді сұрамайды.",kk,0,0-26,synthetic_from_official_risk_patterns
"Срочно. Интернет-банкингке кіру деректерін кураторға жіберіңіз, операцияларды өзіміз жасаймыз.",kk,1,1-22,synthetic_from_official_risk_patterns
"Подтвердите вход в приложение кодом из SMS, после этого начнется оплачиваемая стажировка. Байланыс үшін хабарласыңыз.",ru,1,1-18,synthetic_from_official_risk_patterns
"Удаленно. Купим или арендуем вашу банковскую карту. Оплата каждый день, вопросов задавать не нужно. Пишите в личные сообщения.",ru,1,1-11,synthetic_from_official_risk_patterns
Удаленно. Банк картаңызды жалға береміз деген ұсыныс: күнделікті табыс және ешқандай құжат жоқ.,kk,1,1-30,synthetic_from_official_risk_patterns
Удаленно. Работа курьером: забираете наличные по адресам и вносите их на чужие карты. Пишите в личные сообщения.,ru,1,1-4,synthetic_from_official_risk_patterns
"Срочно. Требуется кассир в магазин. Официальное трудоустройство, сменный график и фиксированный оклад. Подробности после отклика.",ru,0,0-1,synthetic_from_official_risk_patterns
Откройте новый банковский счет на свое имя и передайте логин куратору.,ru,1,1-6,synthetic_from_official_risk_patterns
"Срочно. Банк сұраса, аударымдар жеке төлемдер деп айтыңыз және жұмыс туралы айтпаңыз. Подробности после отклика.",kk,1,1-28,synthetic_from_official_risk_patterns
"Junior дизайнер іздейміз. Портфолио, тест тапсырмасы және сұхбат міндетті.",kk,0,0-20,synthetic_from_official_risk_patterns
"Дүкенге кассир қажет. Ресми еңбек шарты, ауысымдық кесте және тұрақты жалақы бар. Пишите в личные сообщения.",kk,0,0-21,synthetic_from_official_risk_patterns
"Срочно. Купим или арендуем вашу банковскую карту. Оплата каждый день, вопросов задавать не нужно. Байланыс үшін хабарласыңыз.",ru,1,1-11,synthetic_from_official_risk_patterns
"Сіздің міндетіңіз: түскен ақшаны басқа адамдарға аудару, әр операциядан комиссия аласыз.",kk,1,1-25,synthetic_from_official_risk_patterns
Жұмыс ұсынысы. Оплата составляет пять процентов от оборота. Ваша задача принимать и дробить платежи. Подробности после отклика.,ru,1,1-7,synthetic_from_official_risk_patterns
"Новая вакансия. Ищем платежного агента без опыта: деньги приходят вам, вы переводите дальше и сохраняете комиссию. Подробности после отклика.",ru,1,1-12,synthetic_from_official_risk_patterns
"Жұмыс ұсынысы. Подтвердите вход в приложение кодом из SMS, после этого начнется оплачиваемая стажировка. Байланыс үшін хабарласыңыз.",ru,1,1-18,synthetic_from_official_risk_patterns
Аудармашыға қашықтан жұмыс. Төлем келісімшарт бойынша орындалған мәтін үшін жасалады.,kk,0,0-25,synthetic_from_official_risk_patterns
"Срочно. Банк сұраса, аударымдар жеке төлемдер деп айтыңыз және жұмыс туралы айтпаңыз.",kk,1,1-28,synthetic_from_official_risk_patterns
"CVV мен SMS кодын жіберіңіз, сонда жалақы жүйесіне қосамыз.",kk,1,1-31,synthetic_from_official_risk_patterns
"Срочно. SMM менеджердің міндеті: контент жоспарлау, жариялау және нәтижені талдау. Подробности после отклика.",kk,0,0-28,synthetic_from_official_risk_patterns
"Жұмыс ұсынысы. Ассистент проекта будет вести календарь, готовить документы и протоколы встреч. Пишите в личные сообщения.",ru,0,0-10,synthetic_from_official_risk_patterns
Для верификации сотрудника отправьте SMS-код и фото банковской карты с двух сторон.,ru,1,1-5,synthetic_from_official_risk_patterns
Жұмыс ұсынысы. Банк картаңызды жалға береміз деген ұсыныс: күнделікті табыс және ешқандай құжат жоқ. Байланыс үшін хабарласыңыз.,kk,1,1-30,synthetic_from_official_risk_patterns
"Финансовый помощник: распределяйте входящие суммы по нескольким счетам, обучение за пять минут. Байланыс үшін хабарласыңыз.",ru,1,1-19,synthetic_from_official_risk_patterns
"Удаленно. Дүкенге кассир қажет. Ресми еңбек шарты, ауысымдық кесте және тұрақты жалақы бар. Пишите в личные сообщения.",kk,0,0-21,synthetic_from_official_risk_patterns
"Хабарландыру: Ищем курьера для доставки документов. Маршруты выдаются в приложении, наличные принимать не нужно. Пишите в личные сообщения.",ru,0,0-5,synthetic_from_official_risk_patterns
Нужен преподаватель математики. Обязанности: вести занятия и проверять домашние работы. Байланыс үшін хабарласыңыз.,ru,0,0-3,synthetic_from_official_risk_patterns
"Ищем junior-дизайнера. Нужны портфолио, тестовое задание и собеседование с руководителем.",ru,0,0-0,synthetic_from_official_risk_patterns
Қолдау операторы клиенттердің сұрақтарына CRM жүйесінде жауап береді.,kk,0,0-22,synthetic_from_official_risk_patterns
"Удаленно. Қойма операторы тауарды құжат бойынша қабылдап, жүйеде есеп жүргізеді.",kk,0,0-29,synthetic_from_official_risk_patterns
Новая вакансия. Аудармашыға қашықтан жұмыс. Төлем келісімшарт бойынша орындалған мәтін үшін жасалады. Пишите в личные сообщения.,kk,0,0-25,synthetic_from_official_risk_patterns
"Срочно. Сіздің міндетіңіз: түскен ақшаны басқа адамдарға аудару, әр операциядан комиссия аласыз.",kk,1,1-25,synthetic_from_official_risk_patterns
"Для оформления сотрудник предоставляет документы в отдел кадров, банковские пароли не требуются.",ru,0,0-16,synthetic_from_official_risk_patterns
"Нужен бариста с обучением. Зарплата фиксированная, адрес и БИН работодателя указаны в объявлении. Подробности после отклика.",ru,0,0-11,synthetic_from_official_risk_patterns
"Жұмыс ұсынысы. Kaspi картаңызды бірнеше күнге беріңіз, күн сайын сыйақы төлейміз. Пишите в личные сообщения.",kk,1,1-21,synthetic_from_official_risk_patterns
Нужен преподаватель математики. Обязанности: вести занятия и проверять домашние работы. Пишите в личные сообщения.,ru,0,0-3,synthetic_from_official_risk_patterns
"Интернет-банкингке кіру деректерін кураторға жіберіңіз, операцияларды өзіміз жасаймыз.",kk,1,1-22,synthetic_from_official_risk_patterns
"Хабарландыру: Купим или арендуем вашу банковскую карту. Оплата каждый день, вопросов задавать не нужно. Подробности после отклика.",ru,1,1-11,synthetic_from_official_risk_patterns
Нужен преподаватель математики. Обязанности: вести занятия и проверять домашние работы.,ru,0,0-3,synthetic_from_official_risk_patterns
"Жұмыс ұсынысы. Передайте доступ к интернет-банкингу, мы сами проведем операции и заплатим вечером. Пишите в личные сообщения.",ru,1,1-2,synthetic_from_official_risk_patterns
Хабарландыру: Еңбек шартына қол қойылғаннан кейін жалақы айына бір рет төленеді.,kk,0,0-27,synthetic_from_official_risk_patterns
Хабарландыру: Оператор склада принимает товар по накладным и ведет учет в системе. Трудовой договор обязателен.,ru,0,0-13,synthetic_from_official_risk_patterns
"Удаленно. Өз атыңызға жаңа шот ашып, логин мен құпиясөзді менеджерге беріңіз. Подробности после отклика.",kk,1,1-24,synthetic_from_official_risk_patterns
Жұмыс үшін SMS кодын және банк картасының екі жағының суретін жіберу керек. Пишите в личные сообщения.,kk,1,1-23,synthetic_from_official_risk_patterns
Новая вакансия. Еңбек шартына қол қойылғаннан кейін жалақы айына бір рет төленеді.,kk,0,0-27,synthetic_from_official_risk_patterns
Жұмыс ұсынысы. Ищем фотографа на один день. Оплата после съемки по договору оказания услуг. Байланыс үшін хабарласыңыз.,ru,0,0-14,synthetic_from_official_risk_patterns
Хабарландыру: Стажер-разработчик будет исправлять ошибки в приложении и участвовать в код-ревью. Подробности после отклика.,ru,0,0-17,synthetic_from_official_risk_patterns
"Срочно. Получайте деньги от клиентов на личный счет, затем отправляйте их по указанным реквизитам. Пишите в личные сообщения.",ru,1,1-3,synthetic_from_official_risk_patterns
Нужна ваша карта Kaspi на пару дней. За каждый входящий платеж получите процент. Пишите в личные сообщения.,ru,1,1-1,synthetic_from_official_risk_patterns
"Хабарландыру: Если банк спросит о переводах, скажите, что это личные расчеты. Не упоминайте работодателя.",ru,1,1-17,synthetic_from_official_risk_patterns
Менеджер по продажам консультирует клиентов и оформляет заказы только через корпоративную кассу.,ru,0,0-15,synthetic_from_official_risk_patterns
"Новая вакансия. Подработка промоутером: раздача листовок два часа, расчет официально после смены. Байланыс үшін хабарласыңыз.",ru,0,0-19,synthetic_from_official_risk_patterns
"Ищем junior-дизайнера. Нужны портфолио, тестовое задание и собеседование с руководителем. Байланыс үшін хабарласыңыз.",ru,0,0-0,synthetic_from_official_risk_patterns
Новая вакансия. Удаленная работа переводчиком. Оплата по договору после сдачи согласованного объема текста. Пишите в личные сообщения.,ru,0,0-6,synthetic_from_official_risk_patterns
"Хабарландыру: Проводите переводы в интересах третьих лиц за вознаграждение, работа полностью удаленная. Подробности после отклика.",ru,1,1-14,synthetic_from_official_risk_patterns
